county_fips,state_abbrev,county_name,climate_zone
55101,WI,Racine County,6A
55103,WI,Richland County,6A
55105,WI,Rock County,6A
55107,WI,Rusk County,6A
55109,WI,St. Croix County,6A
55111,WI,Sauk County,6A
55113,WI,Sawyer County,6A
55115,WI,Shawano County,6A
55117,WI,Sheboygan County,6A
55119,WI,Taylor County,6A
55121,WI,Trempealeau County,6A
55123,WI,Vernon County,6A
55125,WI,Vilas County,6A
55127,WI,Walworth County,6A
55129,WI,Washburn County,6A
55131,WI,Washington County,6A
55133,WI,Waukesha County,6A
55135,WI,Waupaca County,6A
55137,WI,Waushara County,6A
55139,WI,Winnebago County,6A
55141,WI,Wood County,6A
56001,WY,Albany County,6B
56003,WY,Big Horn County,6B
56005,WY,Campbell County,6B
56007,WY,Carbon County,6B
56009,WY,Converse County,6B
56011,WY,Crook County,6B
56013,WY,Fremont County,6B
56015,WY,Goshen County,6B
56017,WY,Hot Springs County,6B
56019,WY,Johnson County,6B
56021,WY,Laramie County,6B
56023,WY,Lincoln County,6B
56025,WY,Natrona County,6B
56027,WY,Niobrara County,6B
56029,WY,Park County,6B
56031,WY,Platte County,6B
56033,WY,Sheridan County,6B
56035,WY,Sublette County,6B
56037,WY,Sweetwater County,6B
56039,WY,Teton County,6B
56041,WY,Uinta County,6B
56043,WY,Washakie County,6B
56045,WY,Weston County,6B
72001,PR,Adjuntas Municipio,1A
72003,PR,Aguada Municipio,1A
72005,PR,Aguadilla Municipio,1A
72007,PR,Aguas Buenas Municipio,1A
72009,PR,Aibonito Municipio,1A
72011,PR,Añasco Municipio,1A
72013,PR,Arecibo Municipio,1A
72015,PR,Arroyo Municipio,1A
72017,PR,Barceloneta Municipio,1A
72019,PR,Barranquitas Municipio,1A
72021,PR,Bayamón Municipio,1A
72023,PR,Cabo Rojo Municipio,1A
72025,PR,Caguas Municipio,1A
72027,PR,Camuy Municipio,1A
72029,PR,Canóvanas Municipio,1A
72031,PR,Carolina Municipio,1A
72033,PR,Cataño Municipio,1A
72035,PR,Cayey Municipio,1A
72037,PR,Ceiba Municipio,1A
72039,PR,Ciales Municipio,1A
72041,PR,Cidra Municipio,1A
72043,PR,Coamo Municipio,1A
72045,PR,Comerío Municipio,1A
72047,PR,Corozal Municipio,1A
72049,PR,Culebra Municipio,1A
72051,PR,Dorado Municipio,1A
72053,PR,Fajardo Municipio,1A
72054,PR,Florida Municipio,1A
72055,PR,Guánica Municipio,1A
72057,PR,Guayama Municipio,1A
72059,PR,Guayanilla Municipio,1A
72061,PR,Guaynabo Municipio,1A
72063,PR,Gurabo Municipio,1A
72065,PR,Hatillo Municipio,1A
72067,PR,Hormigueros Municipio,1A
72069,PR,Humacao Municipio,1A
72071,PR,Isabela Municipio,1A
72073,PR,Jayuya Municipio,1A
72075,PR,Juana Díaz Municipio,1A
72077,PR,Juncos Municipio,1A
72079,PR,Lajas Municipio,1A
72081,PR,Lares Municipio,1A
72083,PR,Las Marías Municipio,1A
72085,PR,Las Piedras Municipio,1A
72087,PR,Loíza Municipio,1A
72089,PR,Luquillo Municipio,1A
72091,PR,Manatí Municipio,1A
72093,PR,Maricao Municipio,1A
72095,PR,Maunabo Municipio,1A
72097,PR,Mayagüez Municipio,1A
72099,PR,Moca Municipio,1A
72101,PR,Morovis Municipio,1A
72103,PR,Naguabo Municipio,1A
72105,PR,Naranjito Municipio,1A
72107,PR,Orocovis Municipio,1A
72109,PR,Patillas Municipio,1A
72111,PR,Peñuelas Municipio,1A
72113,PR,Ponce Municipio,1A
72115,PR,Quebradillas Municipio,1A
72117,PR,Rincón Municipio,1A
72119,PR,Río Grande Municipio,1A
72121,PR,Sabana Grande Municipio,1A
72123,PR,Salinas Municipio,1A
72125,PR,San Germán Municipio,1A
72127,PR,San Juan Municipio,1A
72129,PR,San Lorenzo Municipio,1A
72131,PR,San Sebastián Municipio,1A
72133,PR,Santa Isabel Municipio,1A
72135,PR,Toa Alta Municipio,1A
72137,PR,Toa Baja Municipio,1A
72139,PR,Trujillo Alto Municipio,1A
72141,PR,Utuado Municipio,1A
72143,PR,Vega Alta Municipio,1A
72145,PR,Vega Baja Municipio,1A
72147,PR,Vieques Municipio,1A
72149,PR,Villalba Municipio,1A
72151,PR,Yabucoa Municipio,1A
72153,PR,Yauco Municipio,1A
